ID,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,Reported_rank,OrderCN_COL_China_2026,OrderLA_COL_China_2026,FamilyCN_COL_China_2026,FamilyLA_COL_China_2026,GenusCN_COL_China_2026,GenusLA_COL_China_2026,Taxon_match_method,Taxon_match_note,Original_distribution,New_distribution_province,Province_basis,Discovery_sites,Longitude,Latitude,Coordinate_basis,Altitude_raw,Altitude_m,Discovery_date,Discovery_date_raw,Habitat_category,Habitat_raw,Evidence_type,Voucher,Record_type,Record_type_basis,Duplicate_group,IUCN_RED_LIST,CHINA_RED_LIST,China_Protection_Class,Endemic_to_China,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI,Source_row
253,爬行纲,山烙铁头蛇,Ovophis monticola,山烙铁头蛇,Ovophis monticola,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,"喜马拉雅山东段,向东经缅甸和泰国至中南半岛各国,向南至马来西亚;中国境内分布于西藏聂拉木、横断山及其东延山区、云贵高原、大娄山和南岭至东南沿海丘陵等地区",西藏,原表标注；多省记录拆分,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1025
254,爬行纲,山烙铁头蛇,Ovophis monticola,山烙铁头蛇,Ovophis monticola,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,"喜马拉雅山东段,向东经缅甸和泰国至中南半岛各国,向南至马来西亚;中国境内分布于西藏聂拉木、横断山及其东延山区、云贵高原、大娄山和南岭至东南沿海丘陵等地区",广西,原表标注；多省记录拆分,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1025
255,爬行纲,察隅烙铁头蛇,Ovophis zayuensis,察隅烙铁头蛇,Ovophis zayuensis,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,中国西藏察隅和墨脱特有,四川,原表标注；多省记录拆分,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1026
256,爬行纲,察隅烙铁头蛇,Ovophis zayuensis,察隅烙铁头蛇,Ovophis zayuensis,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,中国西藏察隅和墨脱特有,贵州,原表标注；多省记录拆分,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1026
257,爬行纲,察隅烙铁头蛇,Ovophis zayuensis,察隅烙铁头蛇,Ovophis zayuensis,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,中国西藏察隅和墨脱特有,云南,原表标注；多省记录拆分,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,98.4917,25.0222,文字地名地理编码/后续补充,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1026
258,爬行纲,察隅烙铁头蛇,Ovophis zayuensis,察隅烙铁头蛇,Ovophis zayuensis,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,中国西藏察隅和墨脱特有,西藏,原表标注；多省记录拆分,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1026
259,爬行纲,察隅烙铁头蛇,Ovophis zayuensis,察隅烙铁头蛇,Ovophis zayuensis,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,拉丁名精确,,中国西藏察隅和墨脱特有,福建,原表标注；多省记录拆分,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位,,,,,,,标本,"Specimens listed in Table 1 (e.g., CIB 00000 series)",新纪录,据引用/备注推断,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1026
260,爬行纲,越南烙铁头蛇,Ovophis tonkinensis,越南烙铁头蛇,Ovophis convictus,种,有鳞目,Squamata,蝰科,Viperidae,烙铁头蛇属,Ovophis,中文名精确,,越南北部和中国海南,广西,原表标注,广西金秀,110.1833,24.1333,文字地名地理编码/后续补充,,,,,,,标本,"CIB specimens from Jinxiu (e.g., CIB 00000 series)",新纪录,原表标注,,,,,,罗晓、莫运明、江建平、谢锋 (2003). 中国烙铁头蛇属物种形态特征分析兼记广西蛇类一新纪录 两栖爬行动物学研究,2003,"Luo Xiao, Mo Yunming, Jiang Jianping, Xie Feng",,,1027
261,两栖纲,陈塘湍蛙,Amolops pallasitatus,陈塘湍蛙,Amolops pallasitatus,种,无尾目,Anura,蛙科,Ranidae,湍蛙属,Amolops,拉丁名精确,,西藏自治区日喀则市定结县陈塘镇,西藏,原表标注,拉郊乡,91.1906,28.0753,原文报道坐标,2704,2704.0,,2021,溪流/河流,湍急溪流,标本,CIB QZ2021118,新纪录,原表标注,,,,,,"刘美晴、蒋安莉、马舜、石胜超、江建平 (2025). 西藏自治区洛扎县发现陈塘湍蛙 四川动物, 44(1), 116-117",2025,"Liu Meiqing, Jiang Anli, Ma Shun, Shi Shengchao, Jiang Jianping",Sichuan Journal of Zoology,,1035
262,爬行纲,南蹼趾壁虎,Gekko palmatus,南蹼趾壁虎,Gekko palmatus,种,有鳞目,Squamata,壁虎科,Gekkonidae,壁虎属,Gekko,拉丁名精确,,越南(曼松山脉),广东,原表标注,广东省肇庆市鼎湖山,112.57,23.17,文字地名地理编码/后续补充,,,,,,,照片/影像、野外观察,,新纪录,原表标注,DUP023,,,,,"Hao-Tian Wang and Shuo Qi and Dan-Yang Zhou and Ying-Yong Wang (2024). Description of a new karst-adapted species of the subgenus Japonigekko (Squamata: Gekkonidae: Gekko) from Guangxi, southern China Vertebrate Zoology, 74, 121–132 https://doi.org/10.3897/vz.74.e113899",2024,"Wang, Hao-Tian, Qi, Shuo, Zhou, Dan-Yang, Wang, Ying-Yong",Vertebrate Zoology,10.3897/vz.74.e113899,1052
263,爬行纲,南蹼趾壁虎,Gekko palmatus,南蹼趾壁虎,Gekko palmatus,种,有鳞目,Squamata,壁虎科,Gekkonidae,壁虎属,Gekko,拉丁名精确,,,广西,原表标注；多省记录拆分,,,,多省拆分-该省无点位,,,,,,,照片/影像,,新纪录,原表标注,,,,,,"Hao-Tian Wang and Shuo Qi and Dan-Yang Zhou and Ying-Yong Wang (2024). Description of a new karst-adapted species of the subgenus Japonigekko (Squamata: Gekkonidae: Gekko) from Guangxi, southern China Vertebrate Zoology, 74, 121–132 https://doi.org/10.3897/vz.74.e113899",2024,"Wang, Hao-Tian, Qi, Shuo, Zhou, Dan-Yang, Wang, Ying-Yong",Vertebrate Zoology,10.3897/vz.74.e113899,1054
264,两栖纲,法兰克张树蛙,Zhangixalus franki,弗氏张树蛙,Zhangixalus franki,种,无尾目,Anura,树蛙科,Rhacophoridae,张树蛙属,Zhangixalus,拉丁名精确,,越南东北部河江省,云南,原表标注,云南省文山壮族苗族自治州麻栗坡县下金厂乡老山自然保护区,104.8144,23.1683,原文报道坐标,1680,1680.0,2006-06-20,20 June 2006; 8 July 2012,混合生境（森林+湿地/静水水体）,"原始常绿阔叶林,夜间栖息于靠近小水塘的树上",标本,KIZ 0654; KIZ 1263,新纪录,原表标注,DUP090,,,,,"Shuo Liu and Hong Hui and Dingqi Rao (2020). First record of Zhangixalus franki Ninh, Nguyen, Orlov, Nguyen & Ziegler, 2020 (Anura, Rhacophoridae) from China Laoshan Nature https://doi.org/10.3897/herpetozoa.33.e59114",2020,"Shuo Liu, Hong Hui, Dingqi Rao",Herpetozoa,10.3897/herpetozoa.33.e59114,1069
265,两栖纲,山罗湍蛙,Amolops truongi,山罗湍蛙,Amolops truongi,种,无尾目,Anura,蛙科,Ranidae,湍蛙属,Amolops,拉丁名精确,,越南西北部山罗省木州县模式产地,云南,原表标注,中国云南省红河州绿春县骑马坝乡,102.1144,22.9414,原文报道坐标,1430,1430.0,2023-07-22,22 July 2023,混合生境（溪流/河流+灌丛/草地）,河边草本植物上,标本,KIZ2023080–KIZ2023083,新纪录,原表标注,DUP006,,,,,"Shuo Liu and Mingzhong Mo and Jimin Guo and Yi Lu and Wen Wang and Wenxiang Zhang and Dingqi Rao and Song Li (2024). First record of Amolops truongi Pham, Pham, Ngo, Sung, Ziegler & Le, 2023 (Anura, Ranidae) from China Yunnan Huanglianshan National Nature https://doi.org/10.3897/herpetozoa.37.e121610",2024,"Shuo Liu, Song Li, Dingqi Rao",Herpetozoa,10.3897/herpetozoa.37.e121610,1110
266,爬行纲,缅北树蜥(文氏树蜥),Calotes vindumbarbatus,文都髯蜥,Calotes vindumbarbatus,种,有鳞目,Squamata,鬣蜥科,Agamidae,树蜥属,Calotes,拉丁名精确,,缅甸北部,云南,原表标注,云南省德宏州盈江县那邦镇,97.45,24.75,文字地名地理编码/后续补充,320,320.0,,2018 to 2020,人工生境,"白天栖息于路边树干,夜间栖于树枝",标本,"KIZ 059299, KIZ 059176, KIZ20209131, KIZ20209132, KIZ20209133, KIZ20209134, KIZ20209135",新纪录,原表标注,DUP018,,,,,"Shuo Liu and Changsheng Zuo and Fawang Yin and Hong Hui and Dingqi Rao (2022). First record of Calotes vindumbarbatus Wagner, Ihlow, Hartmann, Flecks, Schmitz & Böhme, 2021 (Squamata: Agamidae) from China, with revised diagnosis of this species Biodiversity Data Journal, 10 https://doi.org/10.3897/BDJ.10.e77963",2022,"Liu S, Zuo C, Yin F, Hui H, Rao D",Biodiversity Data Journal,10.3897/BDJ.10.e77963,1112
267,两栖纲,河江棱皮树蛙,Theloderma khoii,克氏疣树蛙,Theloderma khoii,种,无尾目,Anura,树蛙科,Rhacophoridae,棱皮树蛙属,Theloderma,拉丁名精确,,越南东北部河江省,云南,原表标注,云南省文山州西畴县法斗乡,104.7667,23.3667,原文报道坐标,1600,1600.0,2012-04,April 2012,,,标本,KIZRao201204,新纪录,原表标注,DUP080,,,,,"Shuo Liu and Mian Hou and Yi Fan and Mingzhong Mo and Dingqi Rao (2022). First record of Theloderma khoii Ninh, Nguyen, Nguyen, Hoang, Siliyavong, Nguyen, Le, Le & Ziegler, 2022 from China, with confirmation of Rhacophorus orlovi Ziegler & Köhler, 2001 in China (Anura, Rhacophoridae) Herpetozoa, 35, 199-208 https://doi.org/10.3897/herpetozoa.35.e90607",2022,"Shuo Liu, Mian Hou, Yi Fan, Mingzhong Mo, Dingqi Rao",Herpetozoa,10.3897/herpetozoa.35.e90607,1124
268,两栖纲,棘棱皮树蛙,Theloderma moloch,棘疣树蛙,Theloderma moloch,种,无尾目,Anura,树蛙科,Rhacophoridae,棱皮树蛙属,Theloderma,拉丁名精确,,中国西藏;中国西藏墨脱县,云南,原表标注,中国云南省盈江县,97.9333,24.7,文字地名地理编码/后续补充,,,,,,,标本,GXNU YU000115,新纪录,原表标注,,,,,,"Unknown Author (2020). First record of Theloderma pyaukkya Dever, 2017 (Anura: Rhacophoridae) in China, with range extension of Theloderma moloch (Annandale, 1912) to Yunnan National Natural Science https://doi.org/10.24272/j.issn.2095-8137.2020.083",2020,,,10.24272/j.issn.2095-8137.2020.083,1126
269,爬行纲,伊江树蜥(实皆树蜥),Calotes irawadi,实皆树蜥,Calotes irawadi,种,有鳞目,Squamata,鬣蜥科,Agamidae,树蜥属,Calotes,拉丁名精确,,缅甸实皆、马圭、曼德勒等省的中部干旱区,云南,原表标注,中国云南省德宏州盈江县那邦镇铜壁关自然保护区;中国云南省德宏州盈江县太平镇雪里村铜壁关自然保护区,97.5708,24.7631,原文报道坐标,320,320.0,2018-09-05,5 September 2018; 13 and 14 September 2020,人工生境,"村庄附近的小路和大路边;白天在近地面的树干上活动,夜间栖息于较高的树枝上",标本,"KIZ 059191, KIZ NB20180905, KIZ HBH20200913, KIZ HBH20200914",新纪录,原表标注,,,,,,"Shuo Liu and Changsheng Zuo and Dingqi Rao (2021). Distribution extension of Calotes irawadi Zug, Brown, Schulte & Vindum, 2006, previously confused with C. versicolor (Daudin, 1802): first record from China Tongbiguan Nature https://doi.org/10.3897/herpetozoa.32.e62596",2021,Shuo Liu,Herpetozoa,10.3897/herpetozoa.32.e62596,1153
270,两栖纲,奥氏树蛙,Rhacophorus orlovi,奥氏棱皮树蛙,Rhacophorus orlovi,种,无尾目,Anura,树蛙科,Rhacophoridae,树蛙属,Rhacophorus,拉丁名精确,,越南和老挝,云南,原表标注,云南省红河州河口县老范寨乡归良村,103.8292,22.6861,原文报道坐标,750,750.0,2021-05-18,18 May 2021,,,标本,"KIZ20210506, KIZ20210507, KIZ20210508",新纪录,原表标注,,,,,,"Shuo Liu and Mian Hou and Yi Fan and Mingzhong Mo and Dingqi Rao (2022). First record of Theloderma khoii Ninh, Nguyen, Nguyen, Hoang, Siliyavong, Nguyen, Le, Le & Ziegler, 2022 from China, with confirmation of Rhacophorus orlovi Ziegler & Köhler, 2001 in China (Anura, Rhacophoridae) Herpetozoa, 35, 199-208 https://doi.org/10.3897/herpetozoa.35.e90607",2022,"Shuo Liu, Mian Hou, Yi Fan, Mingzhong Mo, Dingqi Rao",Herpetozoa,10.3897/herpetozoa.35.e90607,1199
271,爬行纲,泰国蝘蜓,Lygosoma siamense,泰国蝘蜓,Lygosoma siamense,种,有鳞目,Squamata,石龙子科,Scincidae,蝘蜓属,Lygosoma,拉丁名精确,,柬埔寨、老挝、西马来西亚、泰国和越南,海南,原表标注,三亚市林春岭森林公园,109.5216,18.2636,原文报道坐标,109,109.0,,2019 to 2021,其他/未归类,花盆下、落叶层或其他地表覆盖物下,标本,"SYS r002573, CIB 118520, CIB 118521, CIB 118522",新纪录,原表标注,,,,,,"Shuo Qi and Jin-Long Ren and Zeng Wang and Hao-Cong Yang and Ke Jiang (2022). On the occurrence of Lygosoma siamense Siler, Heitz, Davis, Freitas, Aowphol, Termprayoon & Grismer, 2018 (Squamata, Scincidae) in China Herpetozoa, 35, 51–58 https://doi.org/10.3897/herpetozoa.35.e80151",2022,"Shuo Qi, qishuo1992@outlook.com",Herpetozoa,10.3897/herpetozoa.35.e80151,1200
272,两栖纲,葡萄湍蛙,Amolops putaoensis,葡萄湍蛙,Amolops putaoensis,种,无尾目,Anura,蛙科,Ranidae,湍蛙属,Amolops,拉丁名精确,,仅知分布于缅甸克钦邦葡萄县模式产地,云南,原表标注,中国云南省贡山县独龙江乡,98.2682,27.67,原文报道坐标,1218,1218.0,2019-07-04,4 July 2019,混合生境（溪流/河流+荒漠/沙地+高山流石滩/石山）,沙质河床、岩岸的浅溪,标本,KIZ 035035–035044,新纪录,原表标注,,,,,,"Yin-Peng Zhang and Xiao-Long Liu and Bryan L. Stuart and Dong-Yi Wu and Yu-Fan Wang and Jing Che and Zhi-Yong Yuan (2022). Amolops putaoensis Gan, Qin, Lwin, Li, Quan, Liu & Yu, 2020, a newly recorded torrent frog for China Natural Science https://doi.org/10.3897/herpetozoa.35.e94745",2022,"Yin-Peng Zhang, Xiao-Long Liu, Bryan L. Stuart, Dong-Yi Wu, Yu-Fan Wang, Jing Che, Zhi-Yong Yuan",Herpetozoa,10.3897/herpetozoa.35.e94745,1219
273,两栖纲,阮氏大头娃,Limnonectes nguyenorum,阮氏溪蛙,Limnonectes nguyenorum,种,无尾目,Anura,叉舌蛙科,Dicroglossidae,大头蛙属,Limnonectes,拉丁名精确,,越南北部特有种(河江、永福、山罗、老街、安沛、宣光等省),云南,原表标注,"大围山自然保护区,蔓耗镇,个旧市",103.3978,23.0225,原文报道坐标,500,500.0,2019-03-24,24 March 2019,混合生境（溪流/河流+森林+人工生境）,"道路旁的人工排水沟,两侧为原始森林,沟内有浅水流动",标本,KIZ20193243–KIZ20193247,新纪录,原表标注,,,,,,"Shuo Liu and Mingzhong Mo and Dingqi Rao (2022). First country record of the fanged frog Limnonectes nguyenorum McLeod, Kurlbaum & Hoang, 2015 (Anura, Dicroglossidae) in China Herpetozoa, 35, 1-7 https://doi.org/10.3897/herpetozoa.35.e78015",2022,"Shuo Liu, Mingzhong Mo, Dingqi Rao",Herpetozoa,10.3897/herpetozoa.35.e78015,1224
274,两栖纲,孟加拉虎纹蛙,Hoplobatrachus litoralis,滨海虎纹蛙,Hoplobatrachus litoralis,种,无尾目,Anura,叉舌蛙科,Dicroglossidae,虎纹蛙属,Hoplobatrachus,拉丁名精确,,孟加拉国、缅甸、印度、不丹,云南,原表标注,云南省保山市龙陵县勐糯镇曼干河村,99.0197,24.3447,原文报道坐标,750,750.0,2013-08-21,21 August 2013,湿地/静水水体,植被覆盖的沼泽沟渠或池塘,标本,KIZ 034006–KIZ 034012,新纪录,原表标注,,,,,,"Shuo Liu and Mian Hou and Dingqi Rao and Song Li (2023). First record of Hoplobatrachus litoralis Hasan, Kuramoto, Islam, Alam, Khan & Sumida, 2012 (Anura, Dicroglossidae) from China https://doi.org/10.3897/herpetozoa.36.e98669",2023,"Shuo Liu, Song Li, Dingqi Rao",Herpetozoa,10.3897/herpetozoa.36.e98669,1248
275,两栖纲,越北姬蛙,Microhyla hmongorum,越北姬蛙,Microhyla hmongorum,种,无尾目,Anura,姬蛙科,Microhylidae,姬蛙属,Microhyla,拉丁名精确,,越南北部莱州省、老挝丰沙里省和琅勃拉邦省以及缅甸克钦邦,云南,原表标注,"勐腊,西双版纳和元阳,红河",102.7495,23.0541,原文报道坐标,1375,1375.0,2016-04,April 2016 and September 2017,混合生境（湿地/静水水体+农田/种植园）,稻田、静水池塘和雨水坑,标本,KIZ 027488,新纪录,原表标注,,,,,,"Yun-He Wu and Zhong-Bin Yu and Chen-Qi Lu and Kasyoka Kilunda Felista and Shao-bing Hou and Jie-Qiong Jin and Jin-Min Chen and Dong-Ru Zhang and Zhi-Yong Yuan and Jing Che (2023). First national record of Microhyla hmongorum Hoang, Nguyen, Phan, Pham, Ninh, Wang, Jiang, Ziegler and Nguyen, 2022 (Anura, Microhylidae, Microhyla) in China Biodiversity Data Journal, 11 https://doi.org/10.3897/BDJ.11.e103580",2023,"Wu Y, Yu Z-B, Lu C-Q, Kilunda F K, Hou S-B, Jin J-Q, Chen J-M, Zhang D-R, Yuan Z-Y, Che J",Biodiversity Data Journal,10.3897/BDJ.11.e103580,1274
276,爬行纲,叶氏泛蜥,Ablepharus eremchenkoi,叶氏泛蜥,Ablepharus eremchenkoi,种,有鳞目,Squamata,石龙子科,Scincidae,泛蜥属,Ablepharus,拉丁名精确,,中亚(吉尔吉斯斯坦、哈萨克斯坦),新疆,原表标注,"玉其塔什,乌恰县",74.631,40.1527,原文报道坐标,3014,3014.0,2023-08-09,8–9 August 2023,混合生境（溪流/河流+高山流石滩/石山）,山坡底部、岩石下和河床,标本,"XND20230808001, XND20230809010, XND0808001, XND0808002, XND0808005, XND0808007",新纪录,原表标注,,,,,,"Tao Liang and Qian-ru Liang and Jiang-miao Ran and Jing An and Ya-hui Huang and Peng Ding and Lei Shi (2024). Hiding in the valley: a new national record of Ablepharus eremchenkoi, with rediscovery of Ablepharus alaicus in China: phylogeny, morphology and natural history notes Herpetozoa, 37, 95–105 https://doi.org/10.3897/herpetozoa.37.e116071",2024,"Tao Liang, Lei Shi, Jing An, Peng Ding, Lin Leng, Ke-fan Wu",Herpetozoa,10.3897/herpetozoa.37.e116071,1289
277,两栖纲,,,宋氏掌突蟾,Leptobrachella sungi,种,无尾目,Anura,角蟾科,Megophryidae,掌突蟾属,Leptobrachella,种未收录-按属填分类,,越南北部(永福、安沛、老街、奠边、富寿、山罗、宣光)及中国广西,广西,原表标注,中国广西上思县十万大山国家级自然保护区;中国广西凌云县泗水河自然保护区,107.85,21.95,文字地名地理编码/后续补充,,,2020-06-20,4 July 2021; 20 June 2020,溪流/河流,靠近宽约2.0–3.0米、水流较缓的溪流,标本,"n = 16 (SWDS), n = 3 (SSH)",新纪录,据引用/备注推断,,,,,,"Wei-Cai Chen and Peng Li and Wan-Xiao Peng and You-Jun Liu and Yong Huang (2023). The fourth species of Leptobrachella (Anura, Megophryidae) found at Shiwandashan National Nature Reserve, Guangxi, China Shiwandashan National Nature https://doi.org/10.3897/zookeys.1192.98352",2023,"Chen, Wei-Cai, Li, Peng, Peng, Wan-Xiao, Liu, You-Jun, Huang, Yong",ZooKeys,10.3897/zookeys.1192.98352,1302
278,两栖纲,红斑蟾蜍,Bufo rubroventromaculatus,红斑蟾蜍,Bufo rubroventromaculatus,种,无尾目,Anura,蟾蜍科,Bufonidae,蟾蜍属,Bufo,拉丁名精确,,越南中北部,云南,原表标注；多省记录拆分,广西百色市那坡县百南乡;云南省文山州麻栗坡县下金厂乡,,,多省拆分-该省无点位,1030,1030.0,,2019 to 2021,,,标本、分子证据,"KIZ2019019, KIZ2019020, KIZ2019021, KIZ2019022, KIZ2020007, KIZ2020008, KIZ2020009, KIZ2020010, KIZ2021107",新纪录,原表标注,,,,,,"Shuo Liu and Mian Hou and Mingzhong Mo and Dingqi Rao (2024). First confirmed record of Bufo rubroventromaculatus Orlov, Ananjeva, Ermakov, Lukonina, Ninh & Nguyen, 2024 (Anura, Bufonidae) from China, with supplementary description of this species Biodiversity Data Journal, 12 https://doi.org/10.3897/BDJ.12.e134392",2024,"Liu S, Hou M, Mo M, Rao D",Biodiversity Data Journal,10.3897/BDJ.12.e134392,1329
279,两栖纲,红斑蟾蜍,Bufo rubroventromaculatus,红斑蟾蜍,Bufo rubroventromaculatus,种,无尾目,Anura,蟾蜍科,Bufonidae,蟾蜍属,Bufo,拉丁名精确,,越南中北部,广西,原表标注；多省记录拆分,广西百色市那坡县百南乡;云南省文山州麻栗坡县下金厂乡,105.9,23.15,文字地名地理编码/后续补充,1030,1030.0,,2019 to 2021,,,标本、分子证据,"KIZ2019019, KIZ2019020, KIZ2019021, KIZ2019022, KIZ2020007, KIZ2020008, KIZ2020009, KIZ2020010, KIZ2021107",新纪录,原表标注,DUP016,,,,,"Shuo Liu and Mian Hou and Mingzhong Mo and Dingqi Rao (2024). First confirmed record of Bufo rubroventromaculatus Orlov, Ananjeva, Ermakov, Lukonina, Ninh & Nguyen, 2024 (Anura, Bufonidae) from China, with supplementary description of this species Biodiversity Data Journal, 12 https://doi.org/10.3897/BDJ.12.e134392",2024,"Liu S, Hou M, Mo M, Rao D",Biodiversity Data Journal,10.3897/BDJ.12.e134392,1329
280,爬行纲,北部湾蜓蜥,Sphenomorphus tonkinensis,东京棱蜥,Sphenomorphus tonkinensis,种,有鳞目,Squamata,石龙子科,Scincidae,蜓蜥属,Sphenomorphus,拉丁名精确,,越南北部和中国海南,广西,原表标注；多省记录拆分,五皇岭森林公园;黑石顶自然保护区;井冈山自然保护区,,,多省拆分-该省无点位,510,510.0,2009-05-16,16 May 2009; 30 May 2009; 26 October 2009,森林,森林,标本,"SYS r000105, r000110, r000173, r000334, r000335, r000418, r000420, r000540, r000541, r000542, r000543, r000601, r000606",新纪录,原表标注,,,,,,"Yingyong WANG and Jianhuan YANG and Yang LIU (2013). New Distribution Records for Sphenomorphus tonkinensis (Lacertilia: Scincidae) with Notes on Its Variation and Diagnostic Characters Asian Herpetological Research, 4(2), 147–150 https://doi.org/10.3724/SP.J.1245.2013.00147",2013,"Yingyong WANG, et al.",Journal of Herpetology,10.3724/SP.J.1245.2013.00147,1347
281,爬行纲,北部湾蜓蜥,Sphenomorphus tonkinensis,东京棱蜥,Sphenomorphus tonkinensis,种,有鳞目,Squamata,石龙子科,Scincidae,蜓蜥属,Sphenomorphus,拉丁名精确,,越南北部和中国海南,广东,原表标注；多省记录拆分,五皇岭森林公园;黑石顶自然保护区;井冈山自然保护区,,,多省拆分-该省无点位,510,510.0,2009-05-16,16 May 2009; 30 May 2009; 26 October 2009,森林,森林,标本,"SYS r000105, r000110, r000173, r000334, r000335, r000418, r000420, r000540, r000541, r000542, r000543, r000601, r000606",新纪录,原表标注,,,,,,"Yingyong WANG and Jianhuan YANG and Yang LIU (2013). New Distribution Records for Sphenomorphus tonkinensis (Lacertilia: Scincidae) with Notes on Its Variation and Diagnostic Characters Asian Herpetological Research, 4(2), 147–150 https://doi.org/10.3724/SP.J.1245.2013.00147",2013,"Yingyong WANG, et al.",Journal of Herpetology,10.3724/SP.J.1245.2013.00147,1347
282,爬行纲,北部湾蜓蜥,Sphenomorphus tonkinensis,东京棱蜥,Sphenomorphus tonkinensis,种,有鳞目,Squamata,石龙子科,Scincidae,蜓蜥属,Sphenomorphus,拉丁名精确,,越南北部和中国海南,江西,原表标注；多省记录拆分,五皇岭森林公园;黑石顶自然保护区;井冈山自然保护区,114.2672,26.6044,原文报道坐标,510,510.0,2009-05-16,16 May 2009; 30 May 2009; 26 October 2009,森林,森林,标本,"SYS r000105, r000110, r000173, r000334, r000335, r000418, r000420, r000540, r000541, r000542, r000543, r000601, r000606",新纪录,原表标注,,,,,,"Yingyong WANG and Jianhuan YANG and Yang LIU (2013). New Distribution Records for Sphenomorphus tonkinensis (Lacertilia: Scincidae) with Notes on Its Variation and Diagnostic Characters Asian Herpetological Research, 4(2), 147–150 https://doi.org/10.3724/SP.J.1245.2013.00147",2013,"Yingyong WANG, et al.",Journal of Herpetology,10.3724/SP.J.1245.2013.00147,1347
